"Case.No.","Bench","Who.filed..Corporate.Debtor...Creditor","Type.of.Creditor...Financial.or.operational","Type.of.Operational.Creditor","Type.of.Financial.Creditor","Amount.of.Debt","Name.of.Corporate.Debtor","Due.Date.for.payment","Date.of.demand.notice","Date.of.receipt.service.of.Demand.Notice","Date.of.filing.in.NCLT","First.date.of.case.listing","Date.of.final.disposal","Admitted.Dismissed","Name.of.Insolvency.Professional","Category.for.reason.for.dismissal","BIFR...Y.N","Appeal...Y.N","Who.appealed.","Outcome.of.appeal"
"(IB).447/ND/2017","New Delhi (Bench II)","Creditor","Operational Creditor","Others",NA,"10875799","Cals Refineries Ltd.","Not Available","18.09.2017","Not Available","Not Available","Not Available","23.11.2017","Admitted","Delegated to IBBI",NA,"N","N",NA,NA
"(IB).479/ND/2017","New Delhi (Bench II)","Creditor","Financial Creditor",NA,"Not Available","Not Available","Ashok Multiyarn Mills Ltd.","Not Available",NA,NA,"Not Available","Not Available","23.11.2017","Dismissed",NA,"Other","N","N",NA,NA
"IB-17 (ND)/17","New Delhi (Bench III)","Creditor","Operational Creditor","Not Available",NA,"Not Available","Ferrous Infrastructure Private Limited","Not Available","Not Available","Not Available","Not Available","29.06.2017","03.07.2017","Dismissed",NA,"Other","N","Y","Creditor","Rejected"
"IB-163 (ND)/17","New Delhi (Bench III)","Creditor","Operational Creditor","Not Available",NA,"Not Available","Topline Buildtech (P) Limited","Not Available","Not Available","Not Available","Not Available","28.06.2017","30.06.2017","Dismissed",NA,"Other","N","N",NA,NA
"IB-162 (ND)/17","New Delhi (Bench III)","Creditor","Operational Creditor","Not Available",NA,"Not Available","H L Tech Fabrics Limited","Not Available","Not Available","Not Available","Not Available","28.06.2017","29.06.2017","Dismissed",NA,"Other","N","N",NA,NA
"IB-161 (ND)/17","New Delhi (Bench III)","Creditor","Operational Creditor","Not Available",NA,"Not Available","Amrapali Infrastructure Private Limited","Not Available","Not Available","Not Available","Not Available","28.06.2017","29.06.2017","Dismissed",NA,"Other","N","N",NA,NA
"CP No. (IB)-104(PB)/2017","New Delhi (Bench III)","Creditor","Operational Creditor","Vendor",NA,"6003212","Dr Jain Video On Wheels Limited","11.07.2016","01.02.2017","02.02.2017","Not Available","11.04.2017","25.05.2017","Dismissed",NA,"Defective Petition","N","N",NA,NA
"No.IB-189(ND)/2017","New Delhi (Bench III)","Creditor","Financial Creditor",NA,"Bank","647346912.2","Namdhari Food International Pvt. Ltd.","Not Available",NA,NA,"Not Available","Not Available","30.08.2017","Admitted","Mr. Mukul Bansal",NA,"N","N",NA,NA
"(IB)-160(ND)/2017","New Delhi (Bench III)","Creditor","Operational Creditor","Vendor",NA,"6907800","Energo Engineering Projects Limited ","31.03.2016","Not Available","Not Available","Not Available","Not Available","05.09.2017","Admitted","Referred to IBBI",NA,"N","N",NA,NA
"(IB)-180(ND)/2017","New Delhi (Bench III)","Creditor","Operational Creditor","Vendor",NA,"2656747","Energo Engineering Projects Limited ","Not Available","09.02.2017","Not Available","Not Available","Not Available","05.09.2017","Dismissed",NA,"Incomplete Application","N","N",NA,NA
"(IB)-181(ND)/2017","New Delhi (Bench III)","Creditor","Operational Creditor","Vendor",NA,"699220","Energo Engineering Projects Limited ","Not Available","15.05.2017","19.05.2017","Not Available","Not Available","05.09.2017","Dismissed",NA,"Incomplete Application","N","N",NA,NA
"(IB)-130(PB)/2017","New Delhi (Bench III)","Corporate Debtor",NA,NA,NA,"Not Available","Energo Engineering Projects Limited ","Not Available","Not Available","Not Available","26.05.2017","Not Available","05.09.2017","Dismissed",NA,"Existing Dispute","N","N",NA,NA
"(IB)-203(ND)/2017","New Delhi (Bench III)","Creditor","Operational Creditor","Vendor",NA,"111250358","Indo Alusys Industries Limited ","Not Available","09.05.2017","Not Available","Not Available","Not Available","05.09.2017","Dismissed",NA,"Other","N","Y","Creditor","Rejected"
"(IB)-187(ND)/2017","New Delhi (Bench III)","Creditor","Operational Creditor","Vendor",NA,"51617335","Pasupati Fabrics Limited ","15.12.2014","22.02.2017","Not Available","Not Available","Not Available","07.09.2017","Dismissed",NA,"Other","Y","N",NA,NA
"(IB)-247(ND)/2017","New Delhi (Bench III)","Creditor","Operational Creditor","Vendor",NA,"2545689","Mobigossip Infotech Private Limited ","Not Available","17.04.2017","Not Available","Not Available","Not Available","18.09.2017","Dismissed",NA,"Incomplete Application","N","N",NA,NA
"(IB)-209(ND)/2017","New Delhi (Bench III)","Creditor","Operational Creditor","Others",NA,"27463957.77","Divine Infrcon Private Limited ","Not Available","22.04.2017","24.04.2017","Not Available","Not Available","28.09.2017","Dismissed",NA,"Other","N","N",NA,NA
"(IB)-235(ND)/2017","New Delhi (Bench III)","Creditor","Operational Creditor","Vendor",NA,"183900","Ferrous Infrastructure Private Limited ","Not Available","24.05.2017","Not Available","Not Available","01.08.2017","28.09.2017","Dismissed",NA,"Defective Petition","N","Y","Creditor","Rejected"
"C. P. No. IB-220/ND/2017","New Delhi (Bench III)","Creditor","Operational Creditor","Vendor",NA,"9171988","Ambiance Pvt. Ltd.","Not Available","19.04.2017","21.04.2017","Not Available","19.07.2017","03.11.2017","Dismissed",NA,"Existing Dispute","N","N",NA,NA
"C. P. No. IB-276/ND/2017","New Delhi (Bench III)","Creditor","Financial Creditor",NA,"Corporate Lender","7385959","C K Infrastructure Ltd.","Not Available",NA,NA,"Not Available","17.08.2017","03.11.2017","Admitted","Mr. Umesh Garg",NA,"N","Y","Corporate Debtor","Allowed"
"C. P. No. IB-355/ND/2017","New Delhi (Bench III)","Creditor","Financial Creditor",NA,"Plot Buyer","2761994+9% interest","IERO Fiverriver Pvt. Ltd.","Not Available",NA,NA,"Not Available","Not Available","13.11.2017","Admitted","Mr. Ashok Kumar Juneja",NA,"N","N",NA,NA
"(IB)301/ND/2017","New Delhi (Bench III)","Creditor","Financial Creditor",NA,"Not Available","15638982","Pawan Buildwell Pvt. Ltd.","15.08.2017",NA,NA,"Not Available","Not Available","29.11.2017","Dismissed",NA,"Other","N","N",NA,NA
"(IB)-303/ND/2017","New Delhi (Bench III)","Corporate Debtor",NA,NA,NA,"1184317766","Vardhaman Industries Ltd.","Not Available",NA,NA,"21.08.2017","25.08.2017","16.11.2017","Admitted","Manoj Maheshwari",NA,"N","N",NA,NA
"(IB)-242/ND/2017","New Delhi (Bench III)","Creditor","Operational Creditor","Employee",NA,"1153069","Cyber Media Research & Services Ltd.","1.05.2014",NA,NA,NA,"11.08.2017","16.11.2017","Dismissed",NA,"Defective Petition","N","N",NA,NA
"IB-33 (PB)/2017","New Delhi (Principal Bench)","Creditor","Operational Creditor","Employee",NA,"248399","Iyogi Technical Services","Not Available","Not Available","Not Available","Not Available","24.03.2017","01.05.2017","Dismissed",NA,"Other","N","Y","(Link broken)","(Link broken)"
"IB-68(PB)/2017","New Delhi (Principal Bench)","Creditor","Operational Creditor","Vendor",NA,"1190978","International Recreation and Amusement Limited","07.11.2014","30.01.2017","Not Available","18.04.2017","Not Available","28.04.2017","Admitted",NA,NA,"N","Y","Corporate Debtor","Allowed"
"IB-66(PB)/2017","New Delhi (Principal Bench)","Creditor","Operational Creditor","Others",NA,"3000000","Ozone Builders and Developers Pvt. Ltd.","22.02.2014","Not Available","Not Available","Not Available","Not Available","27.04.2017","Dismissed",NA,"Other","N","Y","(Link broken)","(Link broken)"
"26 (ND)/2017","New Delhi (Principal Bench)","Creditor","Operational Creditor","Vendor",NA,"6823328","Era Infra Engineering Limited","Not Available","08.01.2017","Not Available","01.03.2017","23.03.2017","12.04.2017","Admitted","Mr.Vivek Goyal",NA,"N","Y","Corporate Debtor","Allowed"
"(IB) 24 PB/2017","New Delhi (Principal Bench)","Creditor","Operational Creditor","Vendor",NA,"559660","RL Steel and Energy Limited","21.12.2011","15.02.2017","Not Available","27.02.2017","08.03.2017","31.03.2017","Dismissed",NA,"Time Barred","N","N",NA,NA
"(IB) 30 PB/2017","New Delhi (Principal Bench)","Creditor","Operational Creditor","Vendor",NA,"2944175","AMR Infrastructures","Not Available","Not Available","27.01.2017","Not Available","Not Available","31.03.2017","Dismissed",NA,"Other","N","Y","Creditor","Allowed"
"(IB) 19 PB/2017","New Delhi (Principal Bench)","Creditor","Operational Creditor","Others",NA,"2597940","J.B.K. Developers Pvt. Limited","Not Available","10.02.2017","Not Available","Not Available","Not Available","31.03.2017","Dismissed",NA,"Other","N","Y","Creditor","Rejected"
"(IB) 21 PB/2017","New Delhi (Principal Bench)","Creditor","Operational Creditor","Vendor",NA,"18485018","Amrapali Infrastructure Private Limited","Not Available","Not Available","28.01.2017","07.03.2017","14.03.2017","22.03.2017","Dismissed",NA,"Other","N","N",NA,NA
"(IB) 22 PB/2017","New Delhi (Principal Bench)","Creditor","Operational Creditor","Others",NA,"37908428","Soril Infra Resources Limited","09.09.2016","13.01.2017","Not Available","Not Available","Not Available","24.03.2017","Dismissed",NA,"Existing Dispute","N","Y","Creditor","Allowed"
"(IB) 15 PB/2017","New Delhi (Principal Bench)","Corporate Debtor",NA,NA,NA,"128832266","Clutch Auto Limited",NA,NA,NA,"09.02.2017","10.03.2017","10.04.2017","Admitted","Mr. Mahipal Sharan Gupta",NA,"N","N",NA,NA
"(IB) 20 PB/2017","New Delhi (Principal Bench)","Creditor","Operational Creditor","Vendor",NA,"128832266","Clutch Auto Limited","Not Available","Not Available","Not Available","Not Available","10.03.2017","10.04.2017","Dismissed",NA,"Other","N","N",NA,NA
"(ISB) 03-PB/2017","New Delhi (Principal Bench)","Creditor","Financial Creditor",NA,"Property Buyer","Not Available","AMR Infrastructures","Not Available",NA,NA,"17.01.2017","19.01.2017","23.01.2017","Dismissed",NA,"Other","N","Y","Creditor","Allowed"
"(IB) 07 PB/2017","New Delhi (Principal Bench)","Creditor","Operational Creditor","Vendor",NA,"3260833","Ambience Private Limited","Not Available","Not Available","25.01.2017","08.02.2017","Not Available","01.03.2017","Dismissed",NA,"Existing Dispute","N","N",NA,NA
"(IB) 08 PB/2017","New Delhi (Principal Bench)","Creditor","Operational Creditor","Vendor",NA,"895900","Ambience Private Limited","Not Available","Not Available","25.01.2017","09.02.2017","Not Available","01.03.2017","Dismissed",NA,"Existing Dispute","N","N",NA,NA
"(IB) 10 PB/2017","New Delhi (Principal Bench)","Creditor","Operational Creditor","Others",NA,"1276884","AMR Infrastructures","Not Available","Not Available","Not Available","Not Available","Not Available","20.02.2017","Dismissed",NA,"Other","N","N",NA,NA
"(IB) 45 PB/2017","New Delhi (Principal Bench)","Creditor","Operational Creditor","Vendor",NA,"19337105","Gettit Infoservices Private Limited","Not Available","14.02.2017","Not Available","Not Available","10.04.2017","12.04.2017","Dismissed",NA,"Other","N","N",NA,NA
"(IB)-78(ND)/2017","New Delhi (Principal Bench)","Corporate Debtor",NA,NA,NA,"16635301","Krishna Kraftex Private Limited",NA,NA,NA,"26.04.2017",NA,"15.05.2017","Dismissed",NA,"Other","N","Y","Corporate Debtor","Rejected"
"CP No. (IB)-49(PB)/2017","New Delhi (Principal Bench)","Creditor","Operational Creditor","Vendor",NA,"2075144","JDS Apparels Private Limited","01.05.2016","09.02.2017","Not Available","Not Available","Not Available","18.05.2017","Admitted","Mr.Jagdish Kumar Aggarwal",NA,"N","N",NA,NA
"CP No. (IB)-64(PB)/2017","New Delhi (Principal Bench)","Creditor","Operational Creditor","Others",NA,"195539344","Shilpi Cable Technologies Limited","28.03.2016","08.03.2017","Not Available","Not Available","Not Available","24.05.2017","Admitted","Delegated to IBBI",NA,"N","N",NA,NA
"CP No. (IB)-65(PB)/2017","New Delhi (Principal Bench)","Creditor","Operational Creditor","Not Available",NA,"Not Available","Shilpi Cable Technologies Limited","Not Available","Not Available","Not Available","Not Available","Not Available","24.05.2017","Dismissed",NA,"Existing IRP","N","N",NA,NA
"CP No. (IB)-90(ND)/2017","New Delhi (Principal Bench)","Creditor","Operational Creditor","Vendor",NA,"87450296","Amrapali Media Vision Private Limited","Not Available","16.03.2017","Not Available","Not Available","Not Available","30.05.2017","Admitted","Mayank Goel",NA,"N","N",NA,NA
"CP No. (IB)-105(PB)/2017","New Delhi (Principal Bench)","Creditor","Operational Creditor","Others",NA,"722292","Bhasin Infotech and Infrastructure Private Limited","01.10.2016","Not Available","Not Available","Not Available","Not Available","31.05.2017","Dismissed",NA,"Other","N","N",NA,NA
"CP No. (IB)-103(PB)/2017","New Delhi (Principal Bench)","Creditor","Operational Creditor","Vendor",NA,"1468800","Mahan Proteins Limited ","Not Available","13.04.2017","Not Available","Not Available","Not Available","21.06.2017","Admitted","Delegated to IBBI",NA,"N","N",NA,NA
"CP No. (IB)-84(PB)/2017","New Delhi (Principal Bench)","Creditor","Financial Creditor",NA,"NBFC","445000000","Mayfair Capital Private Limited","24.04.2016",NA,"Not Available","Not Available","Not Available","27.06.2017","Admitted","Mr. Sanjay Kumar Agarwal ",NA,"N","N",NA,NA
"CP No. (IB)-53(PB)/2017","New Delhi (Principal Bench)","Creditor","Operational Creditor","Employee",NA,"633777","Technopak Advisers Private Limited","Not Available","Not Available","Not Available","Not Available","Not Available","27.06.2017","Dismissed",NA,"Other","N","Y","Creditor","Rejected"
